College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,M.Tech Mechanical Design at IIT Madras (IITM) Offline Course,General₹ 30.45 K,Full time,24 Months,Master of Technology in Mechanical Design Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Madras.,"FOR GATE QUALIFIED CANDIDATES Candidates qualified in GATE 2022, GATE 2023, or GATE 2024 and satisfying any one of the following: i. Bachelor’s degree in Engineering/ Technology/ Architecture from Educational Institutions approved by AICTE/ Government* ii. Master’s degree in Chemistry/ Life Sciences/ Mathematics/ Physics related subjects from educational Institutions approved by UGC/ Government* iii. Degrees obtained through Distance Education/ Correspondence Mode for the qualifying degree specified in [(i) or (ii)]. The Departments will follow suitability test/ interview procedure for screening in such cases. iv. Candidates yet to appear or have appeared in the final examination for the qualifying degree specified in [(i) or (ii)] and whose results are likely to be declared by July 15, 2024 v. Associate Membership holders of professional bodies for Admission into their parent disciplines from the following: • The Institution of Engineers (India) (AMIE) • The Aeronautical Society of India (AMAeSI) (eligible only for aerodynamics, structures, and propulsions streams) • The Indian Institute of Metals (AMIIM) • The Indian Institute of Chemical Engineers, including Polymer and Environmental Group (AMIIChemE) • The Institution of Electronics and Telecommunication Engineers (AMIETE) * If the degree is issued by a university in countries other than India, the degree must be recognized by the Association of Indian Universities (AIU)/ Commonwealth Universities/ International Association of Universities (IAU) as equivalent to the corresponding Indian Degrees/ Certificates. Additional requirements of GRE/ TOEFL may be required.FOR IIT GRADUATES Candidates graduating/ graduated from IITs with B.Tech. degree and having CGPA of 8.0 (on a scale of 10) and above can apply without GATE Score. These applications will be reviewed by the respective Department(s). FOR SPONSORED CANDIDATES Candidates employed and sponsored (with full pay and allowances for 24 months) by industry/ government organizations/ private and public enterprises, engaged in R&D work recognized by DST/ engineering colleges recognized by AICTE, possessing at least two years of professional experience as on the last date of receipt of applications at IIT Madras can apply, provided they hold: (i) B.E/ B.Tech. degree from AICTE recognized Engineering Colleges/ University with first class or 60% aggregate marks in all the four years (no need for having GATE Score); or (ii) AMIE or any other Associate memberships listed above (no need for having a GATE Score)",The admission for this programme is based on the percentile score in the Graduate Aptitude Test in Engineering (GATE) and personal interviews conducted at IIT Madras.,GATE,25
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,MS Ocean Engineering at IIT Madras (IITM) Offline Course,General₹ 33.35 K,Full time,36 Months,Master of Science (M.S.) in Ocean Engineering is three years full-time program offered by Indian Institute of Technology Madras.,Bachelor's degree or its equivalent in Civil/Mechanical/ Aerospace/Naval Architecture or Master's degree in Oceanography/Applied Mathematics/Physics,Candidates having qualified in MFT (Major Field Test) will also be eligible for admission to the M.S. programme if the concerned department opt for it.,N/A,N/A
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,MS Computer Science and Engineering at IIT Madras (IITM) Offline Course,General₹ 33.35 K,Full time,36 Months,Master of Science (M.S.) in Computer Science and Engineering is three years full-time program offered by Indian Institute of Technology Madras.,Bachelor's / Master’s Degree in any branch of Engineering / Technology or Master's Degree in Mathematics/Statistics/ Physics/Computer Science/ MCA with Mathematics/ Physics/ Statistics basic degree.,"Candidates having qualified in MFT (Major Field Test) will also be eligible for admission to the
M.S. programme if the concerned department opt for it.",N/A,N/A
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,M.Tech Aerospace Engineering at IIT Madras (IITM) Offline Course,General₹ 30.45 K,Full time,24 Months,Master of Technology in Aerospace Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Madras.,"FOR GATE QUALIFIED CANDIDATES Candidates qualified in GATE 2022, GATE 2023, or GATE 2024 and satisfying any one of the following: i. Bachelor’s degree in Engineering/ Technology/ Architecture from Educational Institutions approved by AICTE/ Government* ii. Master’s degree in Chemistry/ Life Sciences/ Mathematics/ Physics related subjects from educational Institutions approved by UGC/ Government* iii. Degrees obtained through Distance Education/ Correspondence Mode for the qualifying degree specified in [(i) or (ii)]. The Departments will follow suitability test/ interview procedure for screening in such cases. iv. Candidates yet to appear or have appeared in the final examination for the qualifying degree specified in [(i) or (ii)] and whose results are likely to be declared by July 15, 2024 v. Associate Membership holders of professional bodies for Admission into their parent disciplines from the following: • The Institution of Engineers (India) (AMIE) • The Aeronautical Society of India (AMAeSI) (eligible only for aerodynamics, structures, and propulsions streams) • The Indian Institute of Metals (AMIIM) • The Indian Institute of Chemical Engineers, including Polymer and Environmental Group (AMIIChemE) • The Institution of Electronics and Telecommunication Engineers (AMIETE) * If the degree is issued by a university in countries other than India, the degree must be recognized by the Association of Indian Universities (AIU)/ Commonwealth Universities/ International Association of Universities (IAU) as equivalent to the corresponding Indian Degrees/ Certificates. Additional requirements of GRE/ TOEFL may be required.FOR IIT GRADUATES Candidates graduating/ graduated from IITs with B.Tech. degree and having CGPA of 8.0 (on a scale of 10) and above can apply without GATE Score. These applications will be reviewed by the respective Department(s). FOR SPONSORED CANDIDATES Candidates employed and sponsored (with full pay and allowances for 24 months) by industry/ government organizations/ private and public enterprises, engaged in R&D work recognized by DST/ engineering colleges recognized by AICTE, possessing at least two years of professional experience as on the last date of receipt of applications at IIT Madras can apply, provided they hold: (i) B.E/ B.Tech. degree from AICTE recognized Engineering Colleges/ University with first class or 60% aggregate marks in all the four years (no need for having GATE Score); or (ii) AMIE or any other Associate memberships listed above (no need for having a GATE Score)","Admission through GATE for regular candidates, test/interview for sponsored/QIP candidates.",GATE,15
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,MS Electrical Engineering at IIT Madras (IITM) Offline Course,General₹ 33.35 K,Full time,36 Months,Master of Science (M.S.) in Electrical Engineering is three years full-time program offered by Indian Institute of Technology Madras.,Bachelor's degree in Electrical Engineering (Electrical and Electronics Engineering)/ Electronics Engineering (Electronics and Communication Engineering) / Instrumentation Engineering or Master’s degree in Sciences with a good academic record and a valid GATE score.,Candidates having qualified in MFT (Major Field Test) will also be eligible for admission to the M.S. programme if the concerned department opt for it.,N/A,N/A
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,Ph.D Physics at IIT Madras (IITM) Offline Course,N/A,Full time,60 Months,Doctor of Philosophy in Physics is doctorate program offered by Indian Institute of Technology Madras.,"M.Sc/M.Sc (Tech) in Physics, Applied Physics, Materials Science/M.Tech
(Solid State Technology)/M.Tech (Materials Science) or equivalent with Valid
GATE / JEST Score.
Students who get CGPA of 8.0 and above in M.Sc degree from IIT
Madras are also eligible for admission to Ph.D programme in Physics.",N/A,N/A,N/A
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,M.Tech Communication and Signal Processing Engineering at IIT Madras (IITM) Offline Course,General₹ 30.45 K,Full time,24 Months,Master of Technology in Communication and Signal Processing Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Madras.,"FOR GATE QUALIFIED CANDIDATES Candidates qualified in GATE 2022, GATE 2023, or GATE 2024 and satisfying any one of the following: i. Bachelor’s degree in Engineering/ Technology/ Architecture from Educational Institutions approved by AICTE/ Government* ii. Master’s degree in Chemistry/ Life Sciences/ Mathematics/ Physics related subjects from educational Institutions approved by UGC/ Government* iii. Degrees obtained through Distance Education/ Correspondence Mode for the qualifying degree specified in [(i) or (ii)]. The Departments will follow suitability test/ interview procedure for screening in such cases. iv. Candidates yet to appear or have appeared in the final examination for the qualifying degree specified in [(i) or (ii)] and whose results are likely to be declared by July 15, 2024 v. Associate Membership holders of professional bodies for Admission into their parent disciplines from the following: • The Institution of Engineers (India) (AMIE) • The Aeronautical Society of India (AMAeSI) (eligible only for aerodynamics, structures, and propulsions streams) • The Indian Institute of Metals (AMIIM) • The Indian Institute of Chemical Engineers, including Polymer and Environmental Group (AMIIChemE) • The Institution of Electronics and Telecommunication Engineers (AMIETE) * If the degree is issued by a university in countries other than India, the degree must be recognized by the Association of Indian Universities (AIU)/ Commonwealth Universities/ International Association of Universities (IAU) as equivalent to the corresponding Indian Degrees/ Certificates. Additional requirements of GRE/ TOEFL may be required.FOR IIT GRADUATES Candidates graduating/ graduated from IITs with B.Tech. degree and having CGPA of 8.0 (on a scale of 10) and above can apply without GATE Score. These applications will be reviewed by the respective Department(s). FOR SPONSORED CANDIDATES Candidates employed and sponsored (with full pay and allowances for 24 months) by industry/ government organizations/ private and public enterprises, engaged in R&D work recognized by DST/ engineering colleges recognized by AICTE, possessing at least two years of professional experience as on the last date of receipt of applications at IIT Madras can apply, provided they hold: (i) B.E/ B.Tech. degree from AICTE recognized Engineering Colleges/ University with first class or 60% aggregate marks in all the four years (no need for having GATE Score); or (ii) AMIE or any other Associate memberships listed above (no need for having a GATE Score)",The admission for this programme is based on the percentile score in the Graduate Aptitude Test in Engineering (GATE) and personal interviews conducted at IIT Madras.,GATE,22
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,Ph.D Metallurgical and Materials Engineering at IIT Madras (IITM) Offline Course,N/A,Full time,60 Months,Doctor of Philosophy in Metallurgical and Materials Engineering is doctorate program offered by Indian Institute of Technology Madras.,"Master's degree or equivalent in Metallurgical Engineering or other
Engineering appropriate branch of Engineering/Technology. Science postgraduates to be
considered should have exceptional merit and research or industrial
experience in the appropriate field.",N/A,N/A,N/A
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,M.Tech Building Technology and Construction Management at IIT Madras (IITM) Offline Course,General₹ 30.45 K,Full time,24 Months,Master of Technology in Building Technology and Construction Management is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Madras.,"FOR GATE QUALIFIED CANDIDATES Candidates qualified in GATE 2022, GATE 2023, or GATE 2024 and satisfying any one of the following: i. Bachelor’s degree in Engineering/ Technology/ Architecture from Educational Institutions approved by AICTE/ Government* ii. Master’s degree in Chemistry/ Life Sciences/ Mathematics/ Physics related subjects from educational Institutions approved by UGC/ Government* iii. Degrees obtained through Distance Education/ Correspondence Mode for the qualifying degree specified in [(i) or (ii)]. The Departments will follow suitability test/ interview procedure for screening in such cases. iv. Candidates yet to appear or have appeared in the final examination for the qualifying degree specified in [(i) or (ii)] and whose results are likely to be declared by July 15, 2024 v. Associate Membership holders of professional bodies for Admission into their parent disciplines from the following: • The Institution of Engineers (India) (AMIE) • The Aeronautical Society of India (AMAeSI) (eligible only for aerodynamics, structures, and propulsions streams) • The Indian Institute of Metals (AMIIM) • The Indian Institute of Chemical Engineers, including Polymer and Environmental Group (AMIIChemE) • The Institution of Electronics and Telecommunication Engineers (AMIETE) * If the degree is issued by a university in countries other than India, the degree must be recognized by the Association of Indian Universities (AIU)/ Commonwealth Universities/ International Association of Universities (IAU) as equivalent to the corresponding Indian Degrees/ Certificates. Additional requirements of GRE/ TOEFL may be required.FOR IIT GRADUATES Candidates graduating/ graduated from IITs with B.Tech. degree and having CGPA of 8.0 (on a scale of 10) and above can apply without GATE Score. These applications will be reviewed by the respective Department(s). FOR SPONSORED CANDIDATES Candidates employed and sponsored (with full pay and allowances for 24 months) by industry/ government organizations/ private and public enterprises, engaged in R&D work recognized by DST/ engineering colleges recognized by AICTE, possessing at least two years of professional experience as on the last date of receipt of applications at IIT Madras can apply, provided they hold: (i) B.E/ B.Tech. degree from AICTE recognized Engineering Colleges/ University with first class or 60% aggregate marks in all the four years (no need for having GATE Score); or (ii) AMIE or any other Associate memberships listed above (no need for having a GATE Score)",The admission for this programme is based on the percentile score in the Graduate Aptitude Test in Engineering (GATE) and personal interviews conducted at IIT Madras.,GATE,10
IIT Madras (IITM) - Indian Institute of Technology Madras,N/A,4.7/5,120 Reviews,NIRF Ranking: 1,https://www.careers360.com/university/indian-institute-of-technology-madras,M.Tech Manufacturing Engineering at IIT Madras (IITM) Offline Course,General₹ 30.45 K,Full time,24 Months,Master of Technology in Manufacturing Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Madras.,"FOR GATE QUALIFIED CANDIDATES Candidates qualified in GATE 2022, GATE 2023, or GATE 2024 and satisfying any one of the following: i. Bachelor’s degree in Engineering/ Technology/ Architecture from Educational Institutions approved by AICTE/ Government* ii. Master’s degree in Chemistry/ Life Sciences/ Mathematics/ Physics related subjects from educational Institutions approved by UGC/ Government* iii. Degrees obtained through Distance Education/ Correspondence Mode for the qualifying degree specified in [(i) or (ii)]. The Departments will follow suitability test/ interview procedure for screening in such cases. iv. Candidates yet to appear or have appeared in the final examination for the qualifying degree specified in [(i) or (ii)] and whose results are likely to be declared by July 15, 2024 v. Associate Membership holders of professional bodies for Admission into their parent disciplines from the following: • The Institution of Engineers (India) (AMIE) • The Aeronautical Society of India (AMAeSI) (eligible only for aerodynamics, structures, and propulsions streams) • The Indian Institute of Metals (AMIIM) • The Indian Institute of Chemical Engineers, including Polymer and Environmental Group (AMIIChemE) • The Institution of Electronics and Telecommunication Engineers (AMIETE) * If the degree is issued by a university in countries other than India, the degree must be recognized by the Association of Indian Universities (AIU)/ Commonwealth Universities/ International Association of Universities (IAU) as equivalent to the corresponding Indian Degrees/ Certificates. Additional requirements of GRE/ TOEFL may be required.FOR IIT GRADUATES Candidates graduating/ graduated from IITs with B.Tech. degree and having CGPA of 8.0 (on a scale of 10) and above can apply without GATE Score. These applications will be reviewed by the respective Department(s). FOR SPONSORED CANDIDATES Candidates employed and sponsored (with full pay and allowances for 24 months) by industry/ government organizations/ private and public enterprises, engaged in R&D work recognized by DST/ engineering colleges recognized by AICTE, possessing at least two years of professional experience as on the last date of receipt of applications at IIT Madras can apply, provided they hold: (i) B.E/ B.Tech. degree from AICTE recognized Engineering Colleges/ University with first class or 60% aggregate marks in all the four years (no need for having GATE Score); or (ii) AMIE or any other Associate memberships listed above (no need for having a GATE Score)",The admission for this programme is based on the percentile score in the Graduate Aptitude Test in Engineering (GATE) and personal interviews conducted at IIT Madras.,GATE,25
